Any;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Antiguitat;Nombre_motos
2009;3;Sants-Montjuïc;11;el Poble Sec;5 anys;185
2009;3;Sants-Montjuïc;12;la Marina del Prat Vermell;5 anys;15
2009;3;Sants-Montjuïc;13;la Marina de Port;5 anys;137
2009;3;Sants-Montjuïc;14;la Font de la Guatlla;5 anys;61
2009;3;Sants-Montjuïc;15;Hostafrancs;5 anys;67
2009;3;Sants-Montjuïc;16;la Bordeta;5 anys;75
2009;3;Sants-Montjuïc;17;Sants - Badal;5 anys;107
2009;3;Sants-Montjuïc;18;Sants;5 anys;202
2009;4;Les Corts;19;les Corts;5 anys;362
2009;4;Les Corts;20;la Maternitat i Sant Ramon;5 anys;186
2009;4;Les Corts;21;Pedralbes;5 anys;153
2009;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;5 anys;42
2009;5;Sarrià-Sant Gervasi;23;Sarrià;5 anys;279
2009;5;Sarrià-Sant Gervasi;24;les Tres Torres;5 anys;230
2009;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;5 anys;340
2009;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;5 anys;574
2009;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;5 anys;324
2009;6;Gràcia;28;Vallcarca i els Penitents;5 anys;132
2009;6;Gràcia;29;el Coll;5 anys;56
2009;6;Gràcia;30;la Salut;5 anys;102
2009;6;Gràcia;31;la Vila de Gràcia;5 anys;355
2009;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;5 anys;253
2009;7;Horta-Guinardó;33;el Baix Guinardó;5 anys;151
2009;7;Horta-Guinardó;34;Can Baró;5 anys;59
2009;7;Horta-Guinardó;35;el Guinardó;5 anys;195
2009;7;Horta-Guinardó;36;la Font d'en Fargues;5 anys;85
2009;7;Horta-Guinardó;37;el Carmel;5 anys;185
2009;7;Horta-Guinardó;38;la Teixonera;5 anys;67
2009;7;Horta-Guinardó;39;Sant Genís dels Agudells;5 anys;47
2009;7;Horta-Guinardó;40;Montbau;5 anys;24
2009;7;Horta-Guinardó;41;la Vall d'Hebron;5 anys;32
2009;7;Horta-Guinardó;42;la Clota;5 anys;0
2009;7;Horta-Guinardó;43;Horta;5 anys;163
2009;8;Nou Barris;44;Vilapicina i la Torre Llobeta;5 anys;119
2009;8;Nou Barris;45;Porta;5 anys;89
2009;8;Nou Barris;46;el Turó de la Peira;5 anys;45
2009;8;Nou Barris;47;Can Peguera;5 anys;6
2009;8;Nou Barris;48;la Guineueta;5 anys;68
2009;8;Nou Barris;49;Canyelles;5 anys;24
2009;8;Nou Barris;50;les Roquetes;5 anys;63
2009;8;Nou Barris;51;Verdun;5 anys;34
2009;8;Nou Barris;52;la Prosperitat;5 anys;93
2009;8;Nou Barris;53;la Trinitat Nova;5 anys;18
2009;8;Nou Barris;54;Torre Baró;5 anys;13
2009;8;Nou Barris;55;Ciutat Meridiana;5 anys;17
2009;8;Nou Barris;56;Vallbona;5 anys;2
2009;9;Sant Andreu;57;la Trinitat Vella;5 anys;25
2009;9;Sant Andreu;58;Baró de Viver;5 anys;6
2009;9;Sant Andreu;59;el Bon Pastor;5 anys;51
2009;9;Sant Andreu;60;Sant Andreu;5 anys;235
2009;9;Sant Andreu;61;la Sagrera;5 anys;129
2009;9;Sant Andreu;62;el Congrés i els Indians;5 anys;55
2009;9;Sant Andreu;63;Navas;5 anys;82
2009;10;Sant Martí;64;el Camp de l'Arpa del Clot;5 anys;195
2009;10;Sant Martí;65;el Clot;5 anys;95
2009;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;5 anys;84
2009;10;Sant Martí;67;la Vila Olímpica del Poblenou;5 anys;63
2009;10;Sant Martí;68;el Poblenou;5 anys;99
2009;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;5 anys;67
2009;10;Sant Martí;70;el Besòs i el Maresme;5 anys;43
2009;10;Sant Martí;71;Provençals del Poblenou;5 anys;66
2009;10;Sant Martí;72;Sant Martí de Provençals;5 anys;115
2009;10;Sant Martí;73;la Verneda i la Pau;5 anys;86
2009;99;No consta;99;No consta;5 anys;38
2009;1;Ciutat Vella;1;el Raval;6 anys;97
2009;1;Ciutat Vella;2;el Barri Gòtic;6 anys;155
2009;1;Ciutat Vella;3;la Barceloneta;6 anys;39
2009;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;6 anys;50
2009;2;Eixample;5;el Fort Pienc;6 anys;130
2009;2;Eixample;6;la Sagrada Família;6 anys;198
2009;2;Eixample;7;la Dreta de l'Eixample;6 anys;297
2009;2;Eixample;8;l'Antiga Esquerra de l'Eixample;6 anys;234
2009;2;Eixample;9;la Nova Esquerra de l'Eixample;6 anys;274
2009;2;Eixample;10;Sant Antoni;6 anys;115
2009;3;Sants-Montjuïc;11;el Poble Sec;6 anys;122
2009;3;Sants-Montjuïc;12;la Marina del Prat Vermell;6 anys;8
2009;3;Sants-Montjuïc;13;la Marina de Port;6 anys;54
2009;3;Sants-Montjuïc;14;la Font de la Guatlla;6 anys;39
2009;3;Sants-Montjuïc;15;Hostafrancs;6 anys;46
2009;3;Sants-Montjuïc;16;la Bordeta;6 anys;60
2009;3;Sants-Montjuïc;17;Sants - Badal;6 anys;46
2009;3;Sants-Montjuïc;18;Sants;6 anys;152
2009;4;Les Corts;19;les Corts;6 anys;238
2009;4;Les Corts;20;la Maternitat i Sant Ramon;6 anys;135
2009;4;Les Corts;21;Pedralbes;6 anys;125
2009;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;6 anys;23
2009;5;Sarrià-Sant Gervasi;23;Sarrià;6 anys;227
2009;5;Sarrià-Sant Gervasi;24;les Tres Torres;6 anys;181
2009;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;6 anys;231
2009;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;6 anys;512
2009;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;6 anys;242
2009;6;Gràcia;28;Vallcarca i els Penitents;6 anys;95
2009;6;Gràcia;29;el Coll;6 anys;36
2009;6;Gràcia;30;la Salut;6 anys;71
2009;6;Gràcia;31;la Vila de Gràcia;6 anys;238
2009;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;6 anys;159
2009;7;Horta-Guinardó;33;el Baix Guinardó;6 anys;118
2009;7;Horta-Guinardó;34;Can Baró;6 anys;39
2009;7;Horta-Guinardó;35;el Guinardó;6 anys;160
2009;7;Horta-Guinardó;36;la Font d'en Fargues;6 anys;57
2009;7;Horta-Guinardó;37;el Carmel;6 anys;116
2009;7;Horta-Guinardó;38;la Teixonera;6 anys;39
2009;7;Horta-Guinardó;39;Sant Genís dels Agudells;6 anys;24
2009;7;Horta-Guinardó;40;Montbau;6 anys;16
2009;7;Horta-Guinardó;41;la Vall d'Hebron;6 anys;20
2009;7;Horta-Guinardó;42;la Clota;6 anys;0
2009;7;Horta-Guinardó;43;Horta;6 anys;110
2009;8;Nou Barris;44;Vilapicina i la Torre Llobeta;6 anys;90
2009;8;Nou Barris;45;Porta;6 anys;37
2009;8;Nou Barris;46;el Turó de la Peira;6 anys;25
2009;8;Nou Barris;47;Can Peguera;6 anys;4
2009;8;Nou Barris;48;la Guineueta;6 anys;27
2009;8;Nou Barris;49;Canyelles;6 anys;16
2009;8;Nou Barris;50;les Roquetes;6 anys;32
2009;8;Nou Barris;51;Verdun;6 anys;22
2009;8;Nou Barris;52;la Prosperitat;6 anys;46
2009;8;Nou Barris;53;la Trinitat Nova;6 anys;5
2009;8;Nou Barris;54;Torre Baró;6 anys;5
2009;8;Nou Barris;55;Ciutat Meridiana;6 anys;10
2009;8;Nou Barris;56;Vallbona;6 anys;1
2009;9;Sant Andreu;57;la Trinitat Vella;6 anys;24
2009;9;Sant Andreu;58;Baró de Viver;6 anys;2
2009;9;Sant Andreu;59;el Bon Pastor;6 anys;32
2009;9;Sant Andreu;60;Sant Andreu;6 anys;159
2009;9;Sant Andreu;61;la Sagrera;6 anys;76
2009;9;Sant Andreu;62;el Congrés i els Indians;6 anys;34
2009;9;Sant Andreu;63;Navas;6 anys;64
2009;10;Sant Martí;64;el Camp de l'Arpa del Clot;6 anys;126
2009;10;Sant Martí;65;el Clot;6 anys;84
2009;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;6 anys;55
2009;10;Sant Martí;67;la Vila Olímpica del Poblenou;6 anys;49
2009;10;Sant Martí;68;el Poblenou;6 anys;69
2009;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;6 anys;44
2009;10;Sant Martí;70;el Besòs i el Maresme;6 anys;28
2009;10;Sant Martí;71;Provençals del Poblenou;6 anys;40
2009;10;Sant Martí;72;Sant Martí de Provençals;6 anys;59
2009;10;Sant Martí;73;la Verneda i la Pau;6 anys;59
2009;99;No consta;99;No consta;6 anys;16
2009;1;Ciutat Vella;1;el Raval;7 anys;77
2009;1;Ciutat Vella;2;el Barri Gòtic;7 anys;97
2009;1;Ciutat Vella;3;la Barceloneta;7 anys;37
2009;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;7 anys;62
2009;2;Eixample;5;el Fort Pienc;7 anys;100
2009;2;Eixample;6;la Sagrada Família;7 anys;169
2009;2;Eixample;7;la Dreta de l'Eixample;7 anys;221
2009;2;Eixample;8;l'Antiga Esquerra de l'Eixample;7 anys;206
2009;2;Eixample;9;la Nova Esquerra de l'Eixample;7 anys;213
2009;2;Eixample;10;Sant Antoni;7 anys;121
2009;3;Sants-Montjuïc;11;el Poble Sec;7 anys;90
2009;3;Sants-Montjuïc;12;la Marina del Prat Vermell;7 anys;7
2009;3;Sants-Montjuïc;13;la Marina de Port;7 anys;68
2009;3;Sants-Montjuïc;14;la Font de la Guatlla;7 anys;46
2009;3;Sants-Montjuïc;15;Hostafrancs;7 anys;43
2009;3;Sants-Montjuïc;16;la Bordeta;7 anys;49
2009;3;Sants-Montjuïc;17;Sants - Badal;7 anys;71
2009;3;Sants-Montjuïc;18;Sants;7 anys;107
2009;4;Les Corts;19;les Corts;7 anys;230
2009;4;Les Corts;20;la Maternitat i Sant Ramon;7 anys;116
2009;4;Les Corts;21;Pedralbes;7 anys;109
2009;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;7 anys;29
2009;5;Sarrià-Sant Gervasi;23;Sarrià;7 anys;195
2009;5;Sarrià-Sant Gervasi;24;les Tres Torres;7 anys;157
2009;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;7 anys;190
2009;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;7 anys;375
2009;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;7 anys;188
2009;6;Gràcia;28;Vallcarca i els Penitents;7 anys;64
2009;6;Gràcia;29;el Coll;7 anys;29
2009;6;Gràcia;30;la Salut;7 anys;80
2009;6;Gràcia;31;la Vila de Gràcia;7 anys;200
2009;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;7 anys;123
2009;7;Horta-Guinardó;33;el Baix Guinardó;7 anys;100
2009;7;Horta-Guinardó;34;Can Baró;7 anys;43
2009;7;Horta-Guinardó;35;el Guinardó;7 anys;129
2009;7;Horta-Guinardó;36;la Font d'en Fargues;7 anys;47
2009;7;Horta-Guinardó;37;el Carmel;7 anys;88
2009;7;Horta-Guinardó;38;la Teixonera;7 anys;34
2009;7;Horta-Guinardó;39;Sant Genís dels Agudells;7 anys;21
2009;7;Horta-Guinardó;40;Montbau;7 anys;9
2009;7;Horta-Guinardó;41;la Vall d'Hebron;7 anys;11
2009;7;Horta-Guinardó;42;la Clota;7 anys;0
2009;7;Horta-Guinardó;43;Horta;7 anys;93
2009;8;Nou Barris;44;Vilapicina i la Torre Llobeta;7 anys;49
2009;8;Nou Barris;45;Porta;7 anys;32
2009;8;Nou Barris;46;el Turó de la Peira;7 anys;21
2009;8;Nou Barris;47;Can Peguera;7 anys;1
2009;8;Nou Barris;48;la Guineueta;7 anys;28
2009;8;Nou Barris;49;Canyelles;7 anys;10
2009;8;Nou Barris;50;les Roquetes;7 anys;13
2009;8;Nou Barris;51;Verdun;7 anys;12
2009;8;Nou Barris;52;la Prosperitat;7 anys;45
2009;8;Nou Barris;53;la Trinitat Nova;7 anys;10
2009;8;Nou Barris;54;Torre Baró;7 anys;5
2009;8;Nou Barris;55;Ciutat Meridiana;7 anys;18
2009;8;Nou Barris;56;Vallbona;7 anys;1
2009;9;Sant Andreu;57;la Trinitat Vella;7 anys;13
2009;9;Sant Andreu;58;Baró de Viver;7 anys;4
2009;9;Sant Andreu;59;el Bon Pastor;7 anys;17
2009;9;Sant Andreu;60;Sant Andreu;7 anys;133
2009;9;Sant Andreu;61;la Sagrera;7 anys;68
2009;9;Sant Andreu;62;el Congrés i els Indians;7 anys;21
2009;9;Sant Andreu;63;Navas;7 anys;56
2009;10;Sant Martí;64;el Camp de l'Arpa del Clot;7 anys;104
2009;10;Sant Martí;65;el Clot;7 anys;75
2009;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;7 anys;38
2009;10;Sant Martí;67;la Vila Olímpica del Poblenou;7 anys;27
2009;10;Sant Martí;68;el Poblenou;7 anys;74
2009;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;7 anys;22
2009;10;Sant Martí;70;el Besòs i el Maresme;7 anys;25
2009;10;Sant Martí;71;Provençals del Poblenou;7 anys;28
2009;10;Sant Martí;72;Sant Martí de Provençals;7 anys;61
2009;10;Sant Martí;73;la Verneda i la Pau;7 anys;46
2009;99;No consta;99;No consta;7 anys;10
2009;1;Ciutat Vella;1;el Raval;8 anys;70
2009;1;Ciutat Vella;2;el Barri Gòtic;8 anys;116
2009;1;Ciutat Vella;3;la Barceloneta;8 anys;34
2009;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;8 anys;71
2009;2;Eixample;5;el Fort Pienc;8 anys;109
2009;2;Eixample;6;la Sagrada Família;8 anys;163
2009;2;Eixample;7;la Dreta de l'Eixample;8 anys;262
2009;2;Eixample;8;l'Antiga Esquerra de l'Eixample;8 anys;219
2009;2;Eixample;9;la Nova Esquerra de l'Eixample;8 anys;233
2009;2;Eixample;10;Sant Antoni;8 anys;119
2009;3;Sants-Montjuïc;11;el Poble Sec;8 anys;97
2009;3;Sants-Montjuïc;12;la Marina del Prat Vermell;8 anys;4
2009;3;Sants-Montjuïc;13;la Marina de Port;8 anys;67
2009;3;Sants-Montjuïc;14;la Font de la Guatlla;8 anys;42
2009;3;Sants-Montjuïc;15;Hostafrancs;8 anys;40
2009;3;Sants-Montjuïc;16;la Bordeta;8 anys;47
2009;3;Sants-Montjuïc;17;Sants - Badal;8 anys;53
2009;3;Sants-Montjuïc;18;Sants;8 anys;142
2009;4;Les Corts;19;les Corts;8 anys;205
2009;4;Les Corts;20;la Maternitat i Sant Ramon;8 anys;138
2009;4;Les Corts;21;Pedralbes;8 anys;120
2009;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;8 anys;25
2009;5;Sarrià-Sant Gervasi;23;Sarrià;8 anys;208
2009;5;Sarrià-Sant Gervasi;24;les Tres Torres;8 anys;181
2009;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;8 anys;224
2009;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;8 anys;481
2009;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;8 anys;196
2009;6;Gràcia;28;Vallcarca i els Penitents;8 anys;91
2009;6;Gràcia;29;el Coll;8 anys;35
2009;6;Gràcia;30;la Salut;8 anys;79
2009;6;Gràcia;31;la Vila de Gràcia;8 anys;214
2009;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;8 anys;148
2009;7;Horta-Guinardó;33;el Baix Guinardó;8 anys;93
2009;7;Horta-Guinardó;34;Can Baró;8 anys;39
2009;7;Horta-Guinardó;35;el Guinardó;8 anys;118
2009;7;Horta-Guinardó;36;la Font d'en Fargues;8 anys;45
2009;7;Horta-Guinardó;37;el Carmel;8 anys;107
2009;7;Horta-Guinardó;38;la Teixonera;8 anys;43
2009;7;Horta-Guinardó;39;Sant Genís dels Agudells;8 anys;17
2009;7;Horta-Guinardó;40;Montbau;8 anys;14
2009;7;Horta-Guinardó;41;la Vall d'Hebron;8 anys;18
2009;7;Horta-Guinardó;42;la Clota;8 anys;0
2009;7;Horta-Guinardó;43;Horta;8 anys;74
2009;8;Nou Barris;44;Vilapicina i la Torre Llobeta;8 anys;70
2009;8;Nou Barris;45;Porta;8 anys;50
2009;8;Nou Barris;46;el Turó de la Peira;8 anys;25
2009;8;Nou Barris;47;Can Peguera;8 anys;7
2009;8;Nou Barris;48;la Guineueta;8 anys;38
2009;8;Nou Barris;49;Canyelles;8 anys;16
2009;8;Nou Barris;50;les Roquetes;8 anys;25
2009;8;Nou Barris;51;Verdun;8 anys;19
2009;8;Nou Barris;52;la Prosperitat;8 anys;40
2009;8;Nou Barris;53;la Trinitat Nova;8 anys;12
2009;8;Nou Barris;54;Torre Baró;8 anys;5
2009;8;Nou Barris;55;Ciutat Meridiana;8 anys;12
2009;8;Nou Barris;56;Vallbona;8 anys;2
2009;9;Sant Andreu;57;la Trinitat Vella;8 anys;11
2009;9;Sant Andreu;58;Baró de Viver;8 anys;2
2009;9;Sant Andreu;59;el Bon Pastor;8 anys;16
2009;9;Sant Andreu;60;Sant Andreu;8 anys;127
2009;9;Sant Andreu;61;la Sagrera;8 anys;62
2009;9;Sant Andreu;62;el Congrés i els Indians;8 anys;34
2009;9;Sant Andreu;63;Navas;8 anys;49
2009;10;Sant Martí;64;el Camp de l'Arpa del Clot;8 anys;98
2009;10;Sant Martí;65;el Clot;8 anys;61
2009;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;8 anys;45
2009;10;Sant Martí;67;la Vila Olímpica del Poblenou;8 anys;47
2009;10;Sant Martí;68;el Poblenou;8 anys;59
2009;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;8 anys;21
2009;10;Sant Martí;70;el Besòs i el Maresme;8 anys;29
2009;10;Sant Martí;71;Provençals del Poblenou;8 anys;33
2009;10;Sant Martí;72;Sant Martí de Provençals;8 anys;65
2009;10;Sant Martí;73;la Verneda i la Pau;8 anys;46
2009;99;No consta;99;No consta;8 anys;11
2009;1;Ciutat Vella;1;el Raval;9 anys;63
2009;1;Ciutat Vella;2;el Barri Gòtic;9 anys;167
2009;1;Ciutat Vella;3;la Barceloneta;9 anys;27
2009;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;9 anys;64
2009;2;Eixample;5;el Fort Pienc;9 anys;108
2009;2;Eixample;6;la Sagrada Família;9 anys;164
2009;2;Eixample;7;la Dreta de l'Eixample;9 anys;252
2009;2;Eixample;8;l'Antiga Esquerra de l'Eixample;9 anys;205
2009;2;Eixample;9;la Nova Esquerra de l'Eixample;9 anys;206
2009;2;Eixample;10;Sant Antoni;9 anys;124
2009;3;Sants-Montjuïc;11;el Poble Sec;9 anys;106
2009;3;Sants-Montjuïc;12;la Marina del Prat Vermell;9 anys;3
2009;3;Sants-Montjuïc;13;la Marina de Port;9 anys;73
2009;3;Sants-Montjuïc;14;la Font de la Guatlla;9 anys;30
2009;3;Sants-Montjuïc;15;Hostafrancs;9 anys;30
2009;3;Sants-Montjuïc;16;la Bordeta;9 anys;47
2009;3;Sants-Montjuïc;17;Sants - Badal;9 anys;68
2009;3;Sants-Montjuïc;18;Sants;9 anys;119
2009;4;Les Corts;19;les Corts;9 anys;231
2009;4;Les Corts;20;la Maternitat i Sant Ramon;9 anys;111
2009;4;Les Corts;21;Pedralbes;9 anys;122
2009;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;9 anys;27
2009;5;Sarrià-Sant Gervasi;23;Sarrià;9 anys;192
2009;5;Sarrià-Sant Gervasi;24;les Tres Torres;9 anys;166
2009;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;9 anys;204
2009;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;9 anys;402
2009;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;9 anys;203
2009;6;Gràcia;28;Vallcarca i els Penitents;9 anys;82
2009;6;Gràcia;29;el Coll;9 anys;27
2009;6;Gràcia;30;la Salut;9 anys;74
2009;6;Gràcia;31;la Vila de Gràcia;9 anys;221
2009;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;9 anys;148
2009;7;Horta-Guinardó;33;el Baix Guinardó;9 anys;107
2009;7;Horta-Guinardó;34;Can Baró;9 anys;39
2009;7;Horta-Guinardó;35;el Guinardó;9 anys;126
2009;7;Horta-Guinardó;36;la Font d'en Fargues;9 anys;47
2009;7;Horta-Guinardó;37;el Carmel;9 anys;94
2009;7;Horta-Guinardó;38;la Teixonera;9 anys;42
2009;7;Horta-Guinardó;39;Sant Genís dels Agudells;9 anys;26
2009;7;Horta-Guinardó;40;Montbau;9 anys;20
2009;7;Horta-Guinardó;41;la Vall d'Hebron;9 anys;15
2009;7;Horta-Guinardó;42;la Clota;9 anys;1
2009;7;Horta-Guinardó;43;Horta;9 anys;81
2009;8;Nou Barris;44;Vilapicina i la Torre Llobeta;9 anys;68
2009;8;Nou Barris;45;Porta;9 anys;54
2009;8;Nou Barris;46;el Turó de la Peira;9 anys;24
2009;8;Nou Barris;47;Can Peguera;9 anys;4
2009;8;Nou Barris;48;la Guineueta;9 anys;36
2009;8;Nou Barris;49;Canyelles;9 anys;15
2009;8;Nou Barris;50;les Roquetes;9 anys;26
2009;8;Nou Barris;51;Verdun;9 anys;16
2009;8;Nou Barris;52;la Prosperitat;9 anys;48
2009;8;Nou Barris;53;la Trinitat Nova;9 anys;3
2009;8;Nou Barris;54;Torre Baró;9 anys;2
2009;8;Nou Barris;55;Ciutat Meridiana;9 anys;14
2009;8;Nou Barris;56;Vallbona;9 anys;2
2009;9;Sant Andreu;57;la Trinitat Vella;9 anys;16
2009;9;Sant Andreu;58;Baró de Viver;9 anys;2
2009;9;Sant Andreu;59;el Bon Pastor;9 anys;10
2009;9;Sant Andreu;60;Sant Andreu;9 anys;147
2009;9;Sant Andreu;61;la Sagrera;9 anys;60
2009;9;Sant Andreu;62;el Congrés i els Indians;9 anys;23
2009;9;Sant Andreu;63;Navas;9 anys;44
2009;10;Sant Martí;64;el Camp de l'Arpa del Clot;9 anys;114
2009;10;Sant Martí;65;el Clot;9 anys;68
2009;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;9 anys;47
2009;10;Sant Martí;67;la Vila Olímpica del Poblenou;9 anys;36
2009;10;Sant Martí;68;el Poblenou;9 anys;72
2009;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;9 anys;37
2009;10;Sant Martí;70;el Besòs i el Maresme;9 anys;18
2009;10;Sant Martí;71;Provençals del Poblenou;9 anys;38
2009;10;Sant Martí;72;Sant Martí de Provençals;9 anys;66
2009;10;Sant Martí;73;la Verneda i la Pau;9 anys;51
2009;99;No consta;99;No consta;9 anys;16
2009;1;Ciutat Vella;1;el Raval;10 anys;75
2009;1;Ciutat Vella;2;el Barri Gòtic;10 anys;71
2009;1;Ciutat Vella;3;la Barceloneta;10 anys;37
2009;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;10 anys;77
2009;2;Eixample;5;el Fort Pienc;10 anys;118
2009;2;Eixample;6;la Sagrada Família;10 anys;169
2009;2;Eixample;7;la Dreta de l'Eixample;10 anys;221
2009;2;Eixample;8;l'Antiga Esquerra de l'Eixample;10 anys;209
2009;2;Eixample;9;la Nova Esquerra de l'Eixample;10 anys;229
2009;2;Eixample;10;Sant Antoni;10 anys;151
2009;3;Sants-Montjuïc;11;el Poble Sec;10 anys;108
2009;3;Sants-Montjuïc;12;la Marina del Prat Vermell;10 anys;10
2009;3;Sants-Montjuïc;13;la Marina de Port;10 anys;61
2009;3;Sants-Montjuïc;14;la Font de la Guatlla;10 anys;32
2009;3;Sants-Montjuïc;15;Hostafrancs;10 anys;49
2009;3;Sants-Montjuïc;16;la Bordeta;10 anys;50
2009;3;Sants-Montjuïc;17;Sants - Badal;10 anys;60
2009;3;Sants-Montjuïc;18;Sants;10 anys;141
2009;4;Les Corts;19;les Corts;10 anys;238
2009;4;Les Corts;20;la Maternitat i Sant Ramon;10 anys;114
2009;4;Les Corts;21;Pedralbes;10 anys;81
2009;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;10 anys;29
2009;5;Sarrià-Sant Gervasi;23;Sarrià;10 anys;166
2009;5;Sarrià-Sant Gervasi;24;les Tres Torres;10 anys;123
2009;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;10 anys;180
2009;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;10 anys;444
2009;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;10 anys;163
2009;6;Gràcia;28;Vallcarca i els Penitents;10 anys;72
2009;6;Gràcia;29;el Coll;10 anys;30
2009;6;Gràcia;30;la Salut;10 anys;66
2009;6;Gràcia;31;la Vila de Gràcia;10 anys;221
2009;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;10 anys;170
2009;7;Horta-Guinardó;33;el Baix Guinardó;10 anys;95
2009;7;Horta-Guinardó;34;Can Baró;10 anys;35
2009;7;Horta-Guinardó;35;el Guinardó;10 anys;116
2009;7;Horta-Guinardó;36;la Font d'en Fargues;10 anys;48
2009;7;Horta-Guinardó;37;el Carmel;10 anys;103
2009;7;Horta-Guinardó;38;la Teixonera;10 anys;29
2009;7;Horta-Guinardó;39;Sant Genís dels Agudells;10 anys;21
2009;7;Horta-Guinardó;40;Montbau;10 anys;15
2009;7;Horta-Guinardó;41;la Vall d'Hebron;10 anys;16
2009;7;Horta-Guinardó;42;la Clota;10 anys;0
2009;7;Horta-Guinardó;43;Horta;10 anys;82
2009;8;Nou Barris;44;Vilapicina i la Torre Llobeta;10 anys;83
2009;8;Nou Barris;45;Porta;10 anys;41
2009;8;Nou Barris;46;el Turó de la Peira;10 anys;29
2009;8;Nou Barris;47;Can Peguera;10 anys;4
2009;8;Nou Barris;48;la Guineueta;10 anys;29
2009;8;Nou Barris;49;Canyelles;10 anys;15
2009;8;Nou Barris;50;les Roquetes;10 anys;40
2009;8;Nou Barris;51;Verdun;10 anys;18
2009;8;Nou Barris;52;la Prosperitat;10 anys;61
2009;8;Nou Barris;53;la Trinitat Nova;10 anys;16
2009;8;Nou Barris;54;Torre Baró;10 anys;3
2009;8;Nou Barris;55;Ciutat Meridiana;10 anys;10
2009;8;Nou Barris;56;Vallbona;10 anys;3
2009;9;Sant Andreu;57;la Trinitat Vella;10 anys;9
2009;9;Sant Andreu;58;Baró de Viver;10 anys;3
2009;9;Sant Andreu;59;el Bon Pastor;10 anys;13
2009;9;Sant Andreu;60;Sant Andreu;10 anys;135
2009;9;Sant Andreu;61;la Sagrera;10 anys;71
2009;9;Sant Andreu;62;el Congrés i els Indians;10 anys;38
2009;9;Sant Andreu;63;Navas;10 anys;65
2009;10;Sant Martí;64;el Camp de l'Arpa del Clot;10 anys;111
2009;10;Sant Martí;65;el Clot;10 anys;73
2009;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;10 anys;46
2009;10;Sant Martí;67;la Vila Olímpica del Poblenou;10 anys;38
2009;10;Sant Martí;68;el Poblenou;10 anys;67
2009;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;10 anys;19
2009;10;Sant Martí;70;el Besòs i el Maresme;10 anys;31
2009;10;Sant Martí;71;Provençals del Poblenou;10 anys;36
2009;10;Sant Martí;72;Sant Martí de Provençals;10 anys;66
